"","nowcast_date","week","clade","source","nseq"
"1515",2025-03-19,2025-05-07,"24D","California COVIDNet",0
"1516",2025-03-19,2025-05-07,"24D","NCBI",0
"1517",2025-03-19,2025-05-07,"24E","California COVIDNet",0
"1518",2025-03-19,2025-05-07,"24E","NCBI",0
"1519",2025-03-19,2025-05-07,"24F","California COVIDNet",0
"1520",2025-03-19,2025-05-07,"24F","NCBI",0
"1521",2025-03-19,2025-05-07,"24H","California COVIDNet",0
"1522",2025-03-19,2025-05-07,"24H","NCBI",0
"1523",2025-03-19,2025-05-07,"24I","California COVIDNet",0
"1524",2025-03-19,2025-05-07,"24I","NCBI",0
"1525",2025-03-19,2025-05-07,"25A","California COVIDNet",0
"1526",2025-03-19,2025-05-07,"25A","NCBI",0
"1527",2025-03-19,2025-05-07,"25B","California COVIDNet",0
"1528",2025-03-19,2025-05-07,"25B","NCBI",0
"1529",2025-03-19,2025-05-07,"25C","California COVIDNet",0
"1530",2025-03-19,2025-05-07,"25C","NCBI",0
"1531",2025-03-19,2025-05-07,"other","California COVIDNet",0
"1532",2025-03-19,2025-05-07,"other","NCBI",0
"1533",2025-03-19,2025-05-07,"recombinant","California COVIDNet",0
"1534",2025-03-19,2025-05-07,"recombinant","NCBI",0
"1535",2025-03-19,2025-05-14,"24A","California COVIDNet",0
"1536",2025-03-19,2025-05-14,"24A","NCBI",0
"1537",2025-03-19,2025-05-14,"24B","California COVIDNet",0
"1538",2025-03-19,2025-05-14,"24B","NCBI",0
"1539",2025-03-19,2025-05-14,"24C","California COVIDNet",0
"1540",2025-03-19,2025-05-14,"24C","NCBI",0
"1541",2025-03-19,2025-05-14,"24D","California COVIDNet",0
"1542",2025-03-19,2025-05-14,"24D","NCBI",0
"1543",2025-03-19,2025-05-14,"24E","California COVIDNet",0
"1544",2025-03-19,2025-05-14,"24E","NCBI",0
"1545",2025-03-19,2025-05-14,"24F","California COVIDNet",0
"1546",2025-03-19,2025-05-14,"24F","NCBI",0
"1547",2025-03-19,2025-05-14,"24H","California COVIDNet",0
"1548",2025-03-19,2025-05-14,"24H","NCBI",0
"1549",2025-03-19,2025-05-14,"24I","California COVIDNet",0
"1550",2025-03-19,2025-05-14,"24I","NCBI",0
"1551",2025-03-19,2025-05-14,"25A","California COVIDNet",0
"1552",2025-03-19,2025-05-14,"25A","NCBI",0
"1553",2025-03-19,2025-05-14,"25B","California COVIDNet",0
"1554",2025-03-19,2025-05-14,"25B","NCBI",0
"1555",2025-03-19,2025-05-14,"25C","California COVIDNet",0
"1556",2025-03-19,2025-05-14,"25C","NCBI",0
"1557",2025-03-19,2025-05-14,"other","California COVIDNet",0
"1558",2025-03-19,2025-05-14,"other","NCBI",0
"1559",2025-03-19,2025-05-14,"recombinant","California COVIDNet",0
"1560",2025-03-19,2025-05-14,"recombinant","NCBI",0
"1561",2025-03-19,2025-05-21,"24A","California COVIDNet",0
"1562",2025-03-19,2025-05-21,"24A","NCBI",0
"1563",2025-03-19,2025-05-21,"24B","California COVIDNet",0
"1564",2025-03-19,2025-05-21,"24B","NCBI",0
"1565",2025-03-19,2025-05-21,"24C","California COVIDNet",0
"1566",2025-03-19,2025-05-21,"24C","NCBI",0
"1567",2025-03-19,2025-05-21,"24D","California COVIDNet",0
"1568",2025-03-19,2025-05-21,"24D","NCBI",0
"1569",2025-03-19,2025-05-21,"24E","California COVIDNet",0
"1570",2025-03-19,2025-05-21,"24E","NCBI",0
"1571",2025-03-19,2025-05-21,"24F","California COVIDNet",0
"1572",2025-03-19,2025-05-21,"24F","NCBI",0
"1573",2025-03-19,2025-05-21,"24H","California COVIDNet",0
"1574",2025-03-19,2025-05-21,"24H","NCBI",0
"1575",2025-03-19,2025-05-21,"24I","California COVIDNet",0
"1576",2025-03-19,2025-05-21,"24I","NCBI",0
"1577",2025-03-19,2025-05-21,"25A","California COVIDNet",0
"1578",2025-03-19,2025-05-21,"25A","NCBI",0
"1579",2025-03-19,2025-05-21,"25B","California COVIDNet",0
"1580",2025-03-19,2025-05-21,"25B","NCBI",0
"1581",2025-03-19,2025-05-21,"25C","California COVIDNet",0
"1582",2025-03-19,2025-05-21,"25C","NCBI",0
"1583",2025-03-19,2025-05-21,"other","California COVIDNet",0
"1584",2025-03-19,2025-05-21,"other","NCBI",0
"1585",2025-03-19,2025-05-21,"recombinant","California COVIDNet",0
"1586",2025-03-19,2025-05-21,"recombinant","NCBI",0
"1587",2025-03-19,2025-05-28,"24A","California COVIDNet",0
"1588",2025-03-19,2025-05-28,"24A","NCBI",0
"1589",2025-03-19,2025-05-28,"24B","California COVIDNet",0
"1590",2025-03-19,2025-05-28,"24B","NCBI",0
"1591",2025-03-19,2025-05-28,"24C","California COVIDNet",0
"1592",2025-03-19,2025-05-28,"24C","NCBI",0
"1593",2025-03-19,2025-05-28,"24D","California COVIDNet",0
"1594",2025-03-19,2025-05-28,"24D","NCBI",0
"1595",2025-03-19,2025-05-28,"24E","California COVIDNet",0
"1596",2025-03-19,2025-05-28,"24E","NCBI",0
"1597",2025-03-19,2025-05-28,"24F","California COVIDNet",0
"1598",2025-03-19,2025-05-28,"24F","NCBI",0
"1599",2025-03-19,2025-05-28,"24H","California COVIDNet",0
"1600",2025-03-19,2025-05-28,"24H","NCBI",0
"1601",2025-03-19,2025-05-28,"24I","California COVIDNet",0
"1602",2025-03-19,2025-05-28,"24I","NCBI",0
"1603",2025-03-19,2025-05-28,"25A","California COVIDNet",0
"1604",2025-03-19,2025-05-28,"25A","NCBI",0
"1605",2025-03-19,2025-05-28,"25B","California COVIDNet",0
"1606",2025-03-19,2025-05-28,"25B","NCBI",0
"1607",2025-03-19,2025-05-28,"25C","California COVIDNet",0
"1608",2025-03-19,2025-05-28,"25C","NCBI",0
"1609",2025-03-19,2025-05-28,"other","California COVIDNet",0
"1610",2025-03-19,2025-05-28,"other","NCBI",0
"1611",2025-03-19,2025-05-28,"recombinant","California COVIDNet",0
"1612",2025-03-19,2025-05-28,"recombinant","NCBI",0
"1613",2025-03-19,2025-06-04,"24A","California COVIDNet",0
"1614",2025-03-19,2025-06-04,"24A","NCBI",0
"1615",2025-03-19,2025-06-04,"24B","California COVIDNet",0
"1616",2025-03-19,2025-06-04,"24B","NCBI",0
"1617",2025-03-19,2025-06-04,"24C","California COVIDNet",0
"1618",2025-03-19,2025-06-04,"24C","NCBI",0
"1619",2025-03-19,2025-06-04,"24D","California COVIDNet",0
"1620",2025-03-19,2025-06-04,"24D","NCBI",0
"1621",2025-03-19,2025-06-04,"24E","California COVIDNet",0
"1622",2025-03-19,2025-06-04,"24E","NCBI",0
"1623",2025-03-19,2025-06-04,"24F","California COVIDNet",0
"1624",2025-03-19,2025-06-04,"24F","NCBI",0
"1625",2025-03-19,2025-06-04,"24H","California COVIDNet",0
"1626",2025-03-19,2025-06-04,"24H","NCBI",0
"1627",2025-03-19,2025-06-04,"24I","California COVIDNet",0
"1628",2025-03-19,2025-06-04,"24I","NCBI",0
"1629",2025-03-19,2025-06-04,"25A","California COVIDNet",0
"1630",2025-03-19,2025-06-04,"25A","NCBI",0
"1631",2025-03-19,2025-06-04,"25B","California COVIDNet",0
"1632",2025-03-19,2025-06-04,"25B","NCBI",0
"1633",2025-03-19,2025-06-04,"25C","California COVIDNet",0
"1634",2025-03-19,2025-06-04,"25C","NCBI",0
"1635",2025-03-19,2025-06-04,"other","California COVIDNet",0
"1636",2025-03-19,2025-06-04,"other","NCBI",0
"1637",2025-03-19,2025-06-04,"recombinant","California COVIDNet",0
"1638",2025-03-19,2025-06-04,"recombinant","NCBI",0
"1639",2025-03-19,2025-06-11,"24A","California COVIDNet",0
"1640",2025-03-19,2025-06-11,"24A","NCBI",0
"1641",2025-03-19,2025-06-11,"24B","California COVIDNet",0
"1642",2025-03-19,2025-06-11,"24B","NCBI",0
"1643",2025-03-19,2025-06-11,"24C","California COVIDNet",0
"1644",2025-03-19,2025-06-11,"24C","NCBI",0
"1645",2025-03-19,2025-06-11,"24D","California COVIDNet",0
"1646",2025-03-19,2025-06-11,"24D","NCBI",0
"1647",2025-03-19,2025-06-11,"24E","California COVIDNet",0
"1648",2025-03-19,2025-06-11,"24E","NCBI",0
"1649",2025-03-19,2025-06-11,"24F","California COVIDNet",0
"1650",2025-03-19,2025-06-11,"24F","NCBI",0
"1651",2025-03-19,2025-06-11,"24H","California COVIDNet",0
"1652",2025-03-19,2025-06-11,"24H","NCBI",0
"1653",2025-03-19,2025-06-11,"24I","California COVIDNet",0
"1654",2025-03-19,2025-06-11,"24I","NCBI",0
"1655",2025-03-19,2025-06-11,"25A","California COVIDNet",0
"1656",2025-03-19,2025-06-11,"25A","NCBI",0
"1657",2025-03-19,2025-06-11,"25B","California COVIDNet",0
"1658",2025-03-19,2025-06-11,"25B","NCBI",0
"1659",2025-03-19,2025-06-11,"25C","California COVIDNet",0
"1660",2025-03-19,2025-06-11,"25C","NCBI",0
"1661",2025-03-19,2025-06-11,"other","California COVIDNet",0
"1662",2025-03-19,2025-06-11,"other","NCBI",0
"1663",2025-03-19,2025-06-11,"recombinant","California COVIDNet",0
"1664",2025-03-19,2025-06-11,"recombinant","NCBI",0
"1665",2025-04-16,2024-11-06,"24A","California COVIDNet",0
"1666",2025-04-16,2024-11-06,"24A","NCBI",0
"1667",2025-04-16,2024-11-06,"24B","California COVIDNet",0
"1668",2025-04-16,2024-11-06,"24B","NCBI",0
"1669",2025-04-16,2024-11-06,"24C","California COVIDNet",0
"1670",2025-04-16,2024-11-06,"24C","NCBI",0
"1671",2025-04-16,2024-11-06,"24D","California COVIDNet",0
"1672",2025-04-16,2024-11-06,"24D","NCBI",0
"1673",2025-04-16,2024-11-06,"24E","California COVIDNet",0
"1674",2025-04-16,2024-11-06,"24E","NCBI",0
"1675",2025-04-16,2024-11-06,"24F","California COVIDNet",0
"1676",2025-04-16,2024-11-06,"24F","NCBI",0
"1677",2025-04-16,2024-11-06,"24H","California COVIDNet",0
"1678",2025-04-16,2024-11-06,"24H","NCBI",0
"1679",2025-04-16,2024-11-06,"24I","California COVIDNet",0
"1680",2025-04-16,2024-11-06,"24I","NCBI",0
"1681",2025-04-16,2024-11-06,"25A","California COVIDNet",0
"1682",2025-04-16,2024-11-06,"25A","NCBI",0
"1683",2025-04-16,2024-11-06,"25B","California COVIDNet",0
"1684",2025-04-16,2024-11-06,"25B","NCBI",0
"1685",2025-04-16,2024-11-06,"25C","California COVIDNet",0
"1686",2025-04-16,2024-11-06,"25C","NCBI",0
"1687",2025-04-16,2024-11-06,"other","California COVIDNet",0
"1688",2025-04-16,2024-11-06,"other","NCBI",0
"1689",2025-04-16,2024-11-06,"recombinant","California COVIDNet",0
"1690",2025-04-16,2024-11-06,"recombinant","NCBI",0
"1691",2025-04-16,2024-11-13,"24A","California COVIDNet",0
"1692",2025-04-16,2024-11-13,"24A","NCBI",0
"1693",2025-04-16,2024-11-13,"24B","California COVIDNet",0
"1694",2025-04-16,2024-11-13,"24B","NCBI",0
"1695",2025-04-16,2024-11-13,"24C","California COVIDNet",0
"1696",2025-04-16,2024-11-13,"24C","NCBI",0
"1697",2025-04-16,2024-11-13,"24D","California COVIDNet",0
"1698",2025-04-16,2024-11-13,"24D","NCBI",0
"1699",2025-04-16,2024-11-13,"24E","California COVIDNet",0
"1700",2025-04-16,2024-11-13,"24E","NCBI",0
"1701",2025-04-16,2024-11-13,"24F","California COVIDNet",0
"1702",2025-04-16,2024-11-13,"24F","NCBI",0
"1703",2025-04-16,2024-11-13,"24H","California COVIDNet",0
"1704",2025-04-16,2024-11-13,"24H","NCBI",0
"1705",2025-04-16,2024-11-13,"24I","California COVIDNet",0
"1706",2025-04-16,2024-11-13,"24I","NCBI",0
"1707",2025-04-16,2024-11-13,"25A","California COVIDNet",0
"1708",2025-04-16,2024-11-13,"25A","NCBI",0
"1709",2025-04-16,2024-11-13,"25B","California COVIDNet",0
"1710",2025-04-16,2024-11-13,"25B","NCBI",0
"1711",2025-04-16,2024-11-13,"25C","California COVIDNet",0
"1712",2025-04-16,2024-11-13,"25C","NCBI",0
"1713",2025-04-16,2024-11-13,"other","California COVIDNet",0
"1714",2025-04-16,2024-11-13,"other","NCBI",0
"1715",2025-04-16,2024-11-13,"recombinant","California COVIDNet",0
"1716",2025-04-16,2024-11-13,"recombinant","NCBI",0
"1717",2025-04-16,2024-11-20,"24A","California COVIDNet",0
"1718",2025-04-16,2024-11-20,"24A","NCBI",0
"1719",2025-04-16,2024-11-20,"24B","California COVIDNet",0
"1720",2025-04-16,2024-11-20,"24B","NCBI",0
"1721",2025-04-16,2024-11-20,"24C","California COVIDNet",0
"1722",2025-04-16,2024-11-20,"24C","NCBI",0
"1723",2025-04-16,2024-11-20,"24D","California COVIDNet",0
"1724",2025-04-16,2024-11-20,"24D","NCBI",0
"1725",2025-04-16,2024-11-20,"24E","California COVIDNet",0
"1726",2025-04-16,2024-11-20,"24E","NCBI",0
"1727",2025-04-16,2024-11-20,"24F","California COVIDNet",0
"1728",2025-04-16,2024-11-20,"24F","NCBI",0
"1729",2025-04-16,2024-11-20,"24H","California COVIDNet",0
"1730",2025-04-16,2024-11-20,"24H","NCBI",0
"1731",2025-04-16,2024-11-20,"24I","California COVIDNet",0
"1732",2025-04-16,2024-11-20,"24I","NCBI",0
"1733",2025-04-16,2024-11-20,"25A","California COVIDNet",0
"1734",2025-04-16,2024-11-20,"25A","NCBI",0
"1735",2025-04-16,2024-11-20,"25B","California COVIDNet",0
"1736",2025-04-16,2024-11-20,"25B","NCBI",0
"1737",2025-04-16,2024-11-20,"25C","California COVIDNet",0
"1738",2025-04-16,2024-11-20,"25C","NCBI",0
"1739",2025-04-16,2024-11-20,"other","California COVIDNet",0
"1740",2025-04-16,2024-11-20,"other","NCBI",0
"1741",2025-04-16,2024-11-20,"recombinant","California COVIDNet",0
"1742",2025-04-16,2024-11-20,"recombinant","NCBI",0
"1743",2025-04-16,2024-11-27,"24A","California COVIDNet",0
"1744",2025-04-16,2024-11-27,"24A","NCBI",0
"1745",2025-04-16,2024-11-27,"24B","California COVIDNet",0
"1746",2025-04-16,2024-11-27,"24B","NCBI",0
"1747",2025-04-16,2024-11-27,"24C","California COVIDNet",0
"1748",2025-04-16,2024-11-27,"24C","NCBI",0
"1749",2025-04-16,2024-11-27,"24D","California COVIDNet",0
"1750",2025-04-16,2024-11-27,"24D","NCBI",0
"1751",2025-04-16,2024-11-27,"24E","California COVIDNet",0
"1752",2025-04-16,2024-11-27,"24E","NCBI",0
"1753",2025-04-16,2024-11-27,"24F","California COVIDNet",0
"1754",2025-04-16,2024-11-27,"24F","NCBI",0
"1755",2025-04-16,2024-11-27,"24H","California COVIDNet",0
"1756",2025-04-16,2024-11-27,"24H","NCBI",0
"1757",2025-04-16,2024-11-27,"24I","California COVIDNet",0
"1758",2025-04-16,2024-11-27,"24I","NCBI",0
"1759",2025-04-16,2024-11-27,"25A","California COVIDNet",0
"1760",2025-04-16,2024-11-27,"25A","NCBI",0
"1761",2025-04-16,2024-11-27,"25B","California COVIDNet",0
"1762",2025-04-16,2024-11-27,"25B","NCBI",0
"1763",2025-04-16,2024-11-27,"25C","California COVIDNet",0
"1764",2025-04-16,2024-11-27,"25C","NCBI",0
"1765",2025-04-16,2024-11-27,"other","California COVIDNet",0
"1766",2025-04-16,2024-11-27,"other","NCBI",0
"1767",2025-04-16,2024-11-27,"recombinant","California COVIDNet",0
"1768",2025-04-16,2024-11-27,"recombinant","NCBI",0
"1769",2025-04-16,2024-12-04,"24A","California COVIDNet",0
"1770",2025-04-16,2024-12-04,"24A","NCBI",0
"1771",2025-04-16,2024-12-04,"24B","California COVIDNet",0
"1772",2025-04-16,2024-12-04,"24B","NCBI",0
"1773",2025-04-16,2024-12-04,"24C","California COVIDNet",0
"1774",2025-04-16,2024-12-04,"24C","NCBI",0
"1775",2025-04-16,2024-12-04,"24D","California COVIDNet",0
"1776",2025-04-16,2024-12-04,"24D","NCBI",0
"1777",2025-04-16,2024-12-04,"24E","California COVIDNet",0
"1778",2025-04-16,2024-12-04,"24E","NCBI",0
"1779",2025-04-16,2024-12-04,"24F","California COVIDNet",0
"1780",2025-04-16,2024-12-04,"24F","NCBI",0
"1781",2025-04-16,2024-12-04,"24H","California COVIDNet",0
"1782",2025-04-16,2024-12-04,"24H","NCBI",0
"1783",2025-04-16,2024-12-04,"24I","California COVIDNet",0
"1784",2025-04-16,2024-12-04,"24I","NCBI",0
"1785",2025-04-16,2024-12-04,"25A","California COVIDNet",0
"1786",2025-04-16,2024-12-04,"25A","NCBI",0
"1787",2025-04-16,2024-12-04,"25B","California COVIDNet",0
"1788",2025-04-16,2024-12-04,"25B","NCBI",0
"1789",2025-04-16,2024-12-04,"25C","California COVIDNet",0
"1790",2025-04-16,2024-12-04,"25C","NCBI",0
"1791",2025-04-16,2024-12-04,"other","California COVIDNet",0
"1792",2025-04-16,2024-12-04,"other","NCBI",0
"1793",2025-04-16,2024-12-04,"recombinant","California COVIDNet",0
"1794",2025-04-16,2024-12-04,"recombinant","NCBI",0
"1795",2025-04-16,2024-12-11,"24A","California COVIDNet",0
"1796",2025-04-16,2024-12-11,"24A","NCBI",0
"1797",2025-04-16,2024-12-11,"24B","California COVIDNet",0
"1798",2025-04-16,2024-12-11,"24B","NCBI",0
"1799",2025-04-16,2024-12-11,"24C","California COVIDNet",0
"1800",2025-04-16,2024-12-11,"24C","NCBI",0
"1801",2025-04-16,2024-12-11,"24D","California COVIDNet",0
"1802",2025-04-16,2024-12-11,"24D","NCBI",0
"1803",2025-04-16,2024-12-11,"24E","California COVIDNet",0
"1804",2025-04-16,2024-12-11,"24E","NCBI",0
"1805",2025-04-16,2024-12-11,"24F","California COVIDNet",0
"1806",2025-04-16,2024-12-11,"24F","NCBI",0
"1807",2025-04-16,2024-12-11,"24H","California COVIDNet",0
"1808",2025-04-16,2024-12-11,"24H","NCBI",0
"1809",2025-04-16,2024-12-11,"24I","California COVIDNet",0
"1810",2025-04-16,2024-12-11,"24I","NCBI",0
"1811",2025-04-16,2024-12-11,"25A","California COVIDNet",0
"1812",2025-04-16,2024-12-11,"25A","NCBI",0
"1813",2025-04-16,2024-12-11,"25B","California COVIDNet",0
"1814",2025-04-16,2024-12-11,"25B","NCBI",0
"1815",2025-04-16,2024-12-11,"25C","California COVIDNet",0
"1816",2025-04-16,2024-12-11,"25C","NCBI",0
"1817",2025-04-16,2024-12-11,"other","California COVIDNet",0
"1818",2025-04-16,2024-12-11,"other","NCBI",0
"1819",2025-04-16,2024-12-11,"recombinant","California COVIDNet",0
"1820",2025-04-16,2024-12-11,"recombinant","NCBI",0
"1821",2025-04-16,2024-12-18,"24A","California COVIDNet",0
"1822",2025-04-16,2024-12-18,"24A","NCBI",0
"1823",2025-04-16,2024-12-18,"24B","California COVIDNet",0
"1824",2025-04-16,2024-12-18,"24B","NCBI",0
"1825",2025-04-16,2024-12-18,"24C","California COVIDNet",0
"1826",2025-04-16,2024-12-18,"24C","NCBI",0
"1827",2025-04-16,2024-12-18,"24D","California COVIDNet",0
"1828",2025-04-16,2024-12-18,"24D","NCBI",0
"1829",2025-04-16,2024-12-18,"24E","California COVIDNet",0
"1830",2025-04-16,2024-12-18,"24E","NCBI",0
"1831",2025-04-16,2024-12-18,"24F","California COVIDNet",0
"1832",2025-04-16,2024-12-18,"24F","NCBI",0
"1833",2025-04-16,2024-12-18,"24H","California COVIDNet",0
"1834",2025-04-16,2024-12-18,"24H","NCBI",0
"1835",2025-04-16,2024-12-18,"24I","California COVIDNet",0
"1836",2025-04-16,2024-12-18,"24I","NCBI",0
"1837",2025-04-16,2024-12-18,"25A","California COVIDNet",0
"1838",2025-04-16,2024-12-18,"25A","NCBI",0
"1839",2025-04-16,2024-12-18,"25B","California COVIDNet",0
"1840",2025-04-16,2024-12-18,"25B","NCBI",0
"1841",2025-04-16,2024-12-18,"25C","California COVIDNet",0
"1842",2025-04-16,2024-12-18,"25C","NCBI",0
"1843",2025-04-16,2024-12-18,"other","California COVIDNet",0
"1844",2025-04-16,2024-12-18,"other","NCBI",0
"1845",2025-04-16,2024-12-18,"recombinant","California COVIDNet",0
"1846",2025-04-16,2024-12-18,"recombinant","NCBI",0
"1847",2025-04-16,2024-12-25,"24A","California COVIDNet",0
"1848",2025-04-16,2024-12-25,"24A","NCBI",0
"1849",2025-04-16,2024-12-25,"24B","California COVIDNet",0
"1850",2025-04-16,2024-12-25,"24B","NCBI",0
"1851",2025-04-16,2024-12-25,"24C","California COVIDNet",0
"1852",2025-04-16,2024-12-25,"24C","NCBI",0
"1853",2025-04-16,2024-12-25,"24D","California COVIDNet",0
"1854",2025-04-16,2024-12-25,"24D","NCBI",0
"1855",2025-04-16,2024-12-25,"24E","California COVIDNet",0
"1856",2025-04-16,2024-12-25,"24E","NCBI",0
"1857",2025-04-16,2024-12-25,"24F","California COVIDNet",0
"1858",2025-04-16,2024-12-25,"24F","NCBI",0
"1859",2025-04-16,2024-12-25,"24H","California COVIDNet",0
"1860",2025-04-16,2024-12-25,"24H","NCBI",0
"1861",2025-04-16,2024-12-25,"24I","California COVIDNet",0
"1862",2025-04-16,2024-12-25,"24I","NCBI",0
"1863",2025-04-16,2024-12-25,"25A","California COVIDNet",0
"1864",2025-04-16,2024-12-25,"25A","NCBI",0
"1865",2025-04-16,2024-12-25,"25B","California COVIDNet",0
"1866",2025-04-16,2024-12-25,"25B","NCBI",0
"1867",2025-04-16,2024-12-25,"25C","California COVIDNet",0
"1868",2025-04-16,2024-12-25,"25C","NCBI",0
"1869",2025-04-16,2024-12-25,"other","California COVIDNet",0
"1870",2025-04-16,2024-12-25,"other","NCBI",0
"1871",2025-04-16,2024-12-25,"recombinant","California COVIDNet",0
"1872",2025-04-16,2024-12-25,"recombinant","NCBI",0
"1873",2025-04-16,2025-01-01,"24A","California COVIDNet",0
"1874",2025-04-16,2025-01-01,"24A","NCBI",0
"1875",2025-04-16,2025-01-01,"24B","California COVIDNet",0
"1876",2025-04-16,2025-01-01,"24B","NCBI",0
"1877",2025-04-16,2025-01-01,"24C","California COVIDNet",0
"1878",2025-04-16,2025-01-01,"24C","NCBI",0
"1879",2025-04-16,2025-01-01,"24D","California COVIDNet",0
"1880",2025-04-16,2025-01-01,"24D","NCBI",0
"1881",2025-04-16,2025-01-01,"24E","California COVIDNet",0
"1882",2025-04-16,2025-01-01,"24E","NCBI",0
"1883",2025-04-16,2025-01-01,"24F","California COVIDNet",0
"1884",2025-04-16,2025-01-01,"24F","NCBI",0
"1885",2025-04-16,2025-01-01,"24H","California COVIDNet",0
"1886",2025-04-16,2025-01-01,"24H","NCBI",0
"1887",2025-04-16,2025-01-01,"24I","California COVIDNet",0
"1888",2025-04-16,2025-01-01,"24I","NCBI",0
"1889",2025-04-16,2025-01-01,"25A","California COVIDNet",0
"1890",2025-04-16,2025-01-01,"25A","NCBI",0
"1891",2025-04-16,2025-01-01,"25B","California COVIDNet",0
"1892",2025-04-16,2025-01-01,"25B","NCBI",0
"1893",2025-04-16,2025-01-01,"25C","California COVIDNet",0
"1894",2025-04-16,2025-01-01,"25C","NCBI",0
"1895",2025-04-16,2025-01-01,"other","California COVIDNet",0
"1896",2025-04-16,2025-01-01,"other","NCBI",0
"1897",2025-04-16,2025-01-01,"recombinant","California COVIDNet",0
"1898",2025-04-16,2025-01-01,"recombinant","NCBI",0
"1899",2025-04-16,2025-01-08,"24A","California COVIDNet",0
"1900",2025-04-16,2025-01-08,"24A","NCBI",0
"1901",2025-04-16,2025-01-08,"24B","California COVIDNet",0
"1902",2025-04-16,2025-01-08,"24B","NCBI",0
"1903",2025-04-16,2025-01-08,"24C","California COVIDNet",0
"1904",2025-04-16,2025-01-08,"24C","NCBI",0
"1905",2025-04-16,2025-01-08,"24D","California COVIDNet",0
"1906",2025-04-16,2025-01-08,"24D","NCBI",0
"1907",2025-04-16,2025-01-08,"24E","California COVIDNet",19
"1908",2025-04-16,2025-01-08,"24E","NCBI",18
"1909",2025-04-16,2025-01-08,"24F","California COVIDNet",27
"1910",2025-04-16,2025-01-08,"24F","NCBI",23
"1911",2025-04-16,2025-01-08,"24H","California COVIDNet",3
"1912",2025-04-16,2025-01-08,"24H","NCBI",2
"1913",2025-04-16,2025-01-08,"24I","California COVIDNet",0
"1914",2025-04-16,2025-01-08,"24I","NCBI",0
"1915",2025-04-16,2025-01-08,"25A","California COVIDNet",9
"1916",2025-04-16,2025-01-08,"25A","NCBI",8
"1917",2025-04-16,2025-01-08,"25B","California COVIDNet",0
"1918",2025-04-16,2025-01-08,"25B","NCBI",0
